time,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
5931.0,0.0,0.0,1227.87,6.84,2047.06,2260.29,1333.91,1702.41,2293.66,2441.78,560.51,720.08,2286.03,1833.13,801.12,877.99,2437.75,1862.15
5932.0,0.0,0.0,1218.43,21.69,2043.04,2257.36,1334.75,1706.2,2292.67,2437.0,564.32,712.04,2271.56,1838.61,816.33,859.73,2437.0,1873.61
5933.0,0.0,0.0,1225.4,22.68,2029.13,2262.74,1328.69,1710.44,2287.26,2422.16,570.69,712.23,2264.45,1829.03,818.81,871.07,2417.39,1856.2
5934.0,0.0,0.0,1222.74,7.49,2035.73,2251.0,1330.78,1702.19,2283.82,2430.7,556.16,711.48,2258.09,1827.44,815.95,883.2,2419.15,1839.75
5935.0,0.0,0.0,1227.87,14.18,2027.01,2234.9,1330.36,1719.38,2274.5,2416.89,562.15,729.44,2260.29,1804.71,814.81,876.07,2423.16,1844.77
5936.0,0.0,0.0,1220.28,17.77,2029.6,2233.93,1330.98,1717.81,2283.82,2392.09,554.71,715.03,2256.38,1820.84,811.95,859.54,2413.88,1843.86
5937.0,0.0,0.0,1223.56,27.91,2020.19,2227.11,1332.24,1707.99,2273.03,2399.85,571.05,719.33,2252.71,1812.66,819.38,872.99,2400.1,1838.61
5938.0,0.0,0.0,1208.2,6.19,2033.61,2234.9,1328.06,1711.11,2273.52,2408.36,544.74,704.58,2259.07,1797.69,817.85,884.35,2394.34,1826.3
5939.0,0.0,0.0,1221.51,9.61,2017.84,2223.7,1348.15,1713.34,2261.52,2399.85,561.42,712.23,2241.97,1797.23,828.72,868.95,2390.84,1849.34
5940.0,0.0,0.0,1213.11,15.49,2017.13,2234.41,1326.39,1705.76,2263.23,2394.34,561.42,707.94,2242.21,1801.31,814.43,880.69,2403.6,1821.52
5941.0,0.0,0.0,1220.07,14.67,2008.44,2216.9,1328.06,1713.79,2249.05,2395.09,556.52,720.27,2248.56,1794.97,817.09,875.88,2401.1,1827.44
5942.0,0.0,0.0,1211.07,8.96,2015.96,2249.29,1310.54,1702.63,2259.07,2388.85,554.89,714.1,2245.14,1788.18,802.45,880.11,2397.09,1821.52
5943.0,0.0,0.0,1204.52,1.95,2009.62,2229.79,1327.85,1697.29,2254.91,2407.86,547.1,697.12,2228.57,1789.31,812.9,876.84,2389.34,1825.85
5944.0,0.0,0.0,1204.52,7.33,1994.85,2210.83,1323.26,1696.4,2240.02,2416.39,538.96,708.5,2235.63,1784.56,809.1,879.54,2389.84,1822.89
5945.0,0.0,0.0,1226.43,4.07,1994.85,2212.04,1330.98,1701.07,2243.19,2388.1,560.15,701.78,2215.2,1799.95,825.67,877.99,2366.9,1830.63
5946.0,0.0,0.0,1201.25,12.55,2007.5,2201.13,1314.08,1706.2,2248.07,2376.37,537.33,713.73,2233.68,1782.98,806.06,877.22,2401.35,1814.02
5947.0,0.0,0.0,1217.62,8.96,1982.91,2204.76,1333.28,1691.28,2234.17,2363.42,550.54,709.99,2221.03,1782.76,830.82,880.69,2375.37,1815.38
5948.0,0.0,0.0,1217.41,11.24,1986.66,2186.85,1311.79,1725.19,2238.8,2362.67,552.17,710.18,2215.68,1768.76,804.73,885.32,2368.64,1799.73
5949.0,0.0,0.0,1197.58,-2.6,1980.11,2193.62,1320.34,1692.39,2217.87,2390.09,548.18,701.04,2217.38,1772.6,811.19,879.15,2365.41,1810.84
5950.0,0.0,0.0,1202.07,7.98,1987.59,2196.28,1317.42,1690.61,2239.29,2372.63,546.73,687.26,2216.9,1787.05,799.79,865.11,2355.96,1814.02
5951.0,0.0,0.0,1197.58,2.93,1980.81,2190.72,1321.17,1691.72,2230.27,2357.7,543.48,700.29,2215.93,1795.65,798.65,858.77,2368.64,1804.71
5952.0,0.0,0.0,1220.48,-0.33,1976.14,2185.88,1313.88,1691.72,2226.62,2353.72,545.29,706.63,2200.16,1758.4,818.23,878.38,2370.39,1799.73
5953.0,0.0,0.0,1196.15,5.7,1974.74,2182.26,1311.38,1702.63,2235.14,2372.88,547.82,696.57,2185.4,1772.14,811.38,870.1,2362.17,1808.8
5954.0,0.0,0.0,1189.83,22.68,1973.11,2174.77,1311.17,1698.62,2227.6,2349.0,536.97,708.31,2209.61,1756.15,795.42,870.3,2379.36,1792.03
5955.0,0.0,0.0,1203.91,14.83,1961.22,2168.75,1317.42,1705.98,2219.81,2339.08,548.0,704.58,2189.99,1743.34,800.93,875.11,2363.67,1804.49
5956.0,0.0,0.0,1193.7,-2.12,1971.71,2162.48,1317.21,1694.62,2212.04,2343.79,536.97,705.88,2190.48,1750.53,804.73,867.03,2358.69,1792.93
5957.0,0.0,0.0,1182.09,19.73,1958.66,2166.58,1313.04,1689.94,2207.67,2350.0,549.81,693.03,2181.77,1761.55,809.1,874.14,2362.67,1803.81
5958.0,0.0,0.0,1194.72,11.24,1958.66,2154.06,1309.29,1699.51,2205.25,2326.71,548.91,704.02,2177.67,1729.89,808.72,876.65,2344.79,1785.24
5959.0,0.0,0.0,1193.7,6.03,1956.1,2151.9,1308.04,1693.72,2201.86,2333.39,534.8,693.03,2186.37,1757.73,813.86,868.76,2343.3,1782.3
5960.0,0.0,0.0,1183.52,5.21,1965.18,2159.84,1310.13,1685.05,2201.86,2342.06,539.5,685.22,2177.91,1757.28,802.45,856.66,2343.79,1791.8
5961.0,0.0,0.0,1188.4,7.98,1947.96,2149.98,1310.54,1690.61,2197.98,2329.67,555.07,690.8,2172.6,1738.41,799.6,883.0,2336.85,1762.68
5962.0,0.0,0.0,1194.11,14.34,1930.56,2134.38,1327.64,1693.28,2194.11,2317.81,539.32,699.92,2159.35,1731.01,816.33,877.42,2320.03,1768.99
5963.0,0.0,0.0,1194.32,2.93,1927.55,2149.26,1309.09,1686.83,2186.12,2320.28,532.63,685.03,2179.36,1745.14,798.46,861.65,2324.23,1781.85
5964.0,0.0,0.0,1179.65,26.93,1943.55,2142.05,1299.93,1685.72,2194.83,2315.09,527.76,697.12,2175.74,1737.51,792.39,871.07,2329.92,1762.23
5965.0,0.0,0.0,1179.65,15.0,1941.69,2141.09,1299.93,1691.5,2191.44,2310.9,532.63,687.63,2158.63,1738.63,799.98,862.8,2326.71,1769.44
5966.0,0.0,0.0,1188.61,10.75,1933.11,2125.76,1301.39,1686.83,2176.7,2307.45,543.11,694.7,2155.5,1723.62,811.76,880.11,2306.21,1762.0
5967.0,0.0,0.0,1195.34,11.24,1923.85,2129.35,1312.21,1681.94,2167.78,2316.57,544.38,682.62,2143.01,1727.65,823.0,850.91,2313.61,1753.23
5968.0,0.0,0.0,1185.55,14.67,1921.07,2118.82,1308.04,1683.94,2170.67,2308.68,532.99,686.89,2140.85,1739.08,814.62,858.58,2319.04,1765.38
5969.0,0.0,0.0,1174.77,13.85,1935.43,2111.65,1283.12,1695.06,2168.51,2303.75,527.76,682.43,2146.61,1732.8,798.08,848.42,2317.07,1774.4
5970.0,0.0,0.0,1184.33,6.68,1920.61,2124.32,1299.73,1678.39,2171.64,2304.0,519.83,685.03,2138.69,1744.02,798.46,862.22,2291.44,1754.58
5971.0,0.0,0.0,1182.09,10.59,1928.24,2126.48,1304.72,1673.06,2172.84,2304.24,530.28,679.27,2157.43,1723.85,799.6,858.0,2311.89,1758.4
5972.0,0.0,0.0,1183.72,12.06,1909.98,2105.45,1304.3,1679.5,2158.39,2296.36,525.05,682.43,2127.91,1723.62,800.74,855.7,2314.11,1770.34
5973.0,0.0,0.0,1181.28,8.14,1915.52,2102.83,1293.49,1686.61,2160.56,2281.12,528.66,690.98,2143.97,1709.55,808.72,862.61,2308.93,1755.48
5974.0,0.0,0.0,1181.28,9.94,1906.52,2104.73,1294.95,1673.28,2164.89,2294.15,527.22,682.43,2143.97,1721.39,802.26,858.0,2306.46,1777.11
5975.0,0.0,0.0,1185.35,11.24,1905.82,2102.59,1301.6,1681.05,2152.86,2281.37,529.92,674.45,2118.1,1733.7,819.95,845.93,2301.04,1761.55
5976.0,0.0,0.0,1183.52,12.55,1903.29,2093.54,1298.06,1682.83,2156.47,2289.23,530.28,680.39,2126.71,1703.08,800.17,854.93,2313.86,1757.95
5977.0,0.0,0.0,1187.18,8.96,1893.84,2100.2,1308.67,1670.18,2148.78,2285.79,533.72,678.16,2115.48,1718.26,803.02,865.49,2288.49,1750.53
5978.0,0.0,0.0,1175.99,7.98,1892.92,2101.16,1291.21,1660.88,2155.75,2280.14,527.04,683.55,2116.43,1704.19,813.86,853.78,2282.35,1767.86
5979.0,0.0,0.0,1177.01,8.31,1896.6,2094.73,1292.46,1671.07,2155.26,2287.02,533.72,659.45,2121.45,1703.3,807.96,859.92,2290.46,1763.58
5980.0,0.0,0.0,1182.91,9.29,1892.69,2092.35,1298.48,1671.95,2147.09,2275.72,533.35,670.0,2090.44,1715.35,811.38,860.88,2271.56,1738.63
5981.0,0.0,0.0,1168.68,1.14,1897.98,2091.39,1286.65,1666.63,2135.82,2277.44,528.3,676.3,2117.87,1721.16,810.05,857.62,2287.26,1743.79
5982.0,0.0,0.0,1172.33,14.51,1900.29,2086.87,1297.65,1689.94,2155.26,2281.61,509.21,667.96,2105.21,1718.93,816.9,847.46,2267.15,1743.79
5983.0,0.0,0.0,1174.36,4.72,1903.29,2095.2,1307.0,1699.29,2136.3,2295.38,522.35,677.79,2106.4,1700.85,811.57,857.62,2271.07,1743.34
5984.0,0.0,0.0,1170.5,11.08,1895.22,2065.99,1310.75,1680.39,2142.77,2266.9,517.85,676.49,2110.94,1689.72,789.74,861.46,2284.56,1730.12
5985.0,0.0,0.0,1165.43,3.42,1885.79,2078.8,1313.04,1679.94,2153.82,2267.88,523.25,678.16,2095.2,1695.73,807.2,853.4,2264.7,1749.18
5986.0,0.0,0.0,1172.74,5.21,1880.04,2078.32,1296.4,1671.29,2134.86,2271.8,508.31,670.0,2095.68,1707.76,788.79,850.33,2278.67,1740.88
5987.0,0.0,0.0,1170.1,17.77,1870.86,2058.64,1290.17,1678.61,2155.99,2267.88,517.31,674.82,2104.02,1696.62,794.1,861.46,2273.03,1729.44
5988.0,0.0,0.0,1170.71,14.18,1878.2,2074.05,1298.06,1679.05,2133.66,2262.0,522.71,687.26,2100.2,1694.84,803.78,857.62,2293.16,1762.23
5989.0,0.0,0.0,1164.62,7.49,1875.45,2060.77,1279.4,1683.05,2135.1,2263.72,503.64,673.15,2100.44,1701.3,791.82,861.46,2254.91,1755.03
5990.0,0.0,8.33,1171.92,16.96,1875.91,2074.52,1294.33,1696.17,2137.73,2255.89,508.13,677.79,2106.4,1694.39,795.8,862.03,2272.29,1726.31
5991.0,0.0,8.33,1162.79,11.24,1871.09,2062.67,1289.14,1670.62,2124.8,2252.47,516.59,658.34,2102.11,1687.94,806.44,839.8,2262.0,1727.65
5992.0,0.0,8.33,1161.98,8.8,1875.45,2054.86,1278.15,1677.06,2134.38,2241.24,504.36,670.74,2097.58,1685.94,788.03,851.1,2256.62,1749.18
5993.0,0.0,8.33,1175.58,11.57,1893.38,2059.59,1289.34,1673.28,2124.32,2250.27,511.01,667.78,2090.92,1691.28,797.7,866.07,2267.64,1746.04
5994.0,0.0,8.33,1163.6,7.49,1861.69,2065.51,1296.61,1679.94,2124.8,2252.96,517.49,681.87,2084.5,1693.95,798.08,872.03,2253.2,1733.03
5995.0,0.0,8.33,1161.78,8.63,1871.32,2042.57,1280.22,1673.95,2113.8,2261.52,513.17,658.15,2084.02,1679.05,799.79,861.26,2242.46,1720.49
5996.0,0.0,8.33,1179.45,2.12,1858.49,2054.15,1295.57,1677.94,2117.87,2247.09,521.27,661.48,2062.91,1680.61,810.62,845.73,2236.36,1727.43
5997.0,0.0,8.33,1166.24,9.29,1848.88,2058.88,1289.76,1682.39,2116.19,2235.14,512.09,674.82,2080.46,1668.63,804.92,862.61,2252.96,1709.33
5998.0,0.0,8.33,1181.68,8.8,1853.22,2049.66,1292.25,1677.5,2115.0,2247.34,520.55,658.34,2073.34,1685.5,815.57,857.23,2257.36,1728.32
5999.0,0.0,8.33,1159.75,8.31,1860.55,2042.81,1289.55,1678.39,2120.49,2226.87,520.37,679.65,2087.59,1678.39,811.57,863.38,2253.69,1714.68
6000.0,0.0,8.33,1167.05,22.02,1856.65,2047.3,1289.34,1684.61,2129.83,2236.36,511.19,668.33,2075.0,1671.51,789.55,856.85,2252.22,1713.34
6001.0,0.0,8.33,1169.08,9.29,1844.31,2044.93,1292.66,1665.31,2099.25,2226.14,516.41,669.82,2071.91,1689.5,825.67,848.61,2239.53,1716.47
6002.0,0.0,8.33,1160.15,15.32,1845.23,2035.02,1289.34,1689.72,2104.02,2230.76,518.93,680.57,2064.56,1675.28,806.82,874.72,2245.87,1707.76
6003.0,0.0,8.33,1154.08,7.82,1855.74,2038.56,1281.05,1679.5,2111.42,2235.14,500.59,657.05,2064.56,1666.86,797.89,862.8,2218.84,1707.54
6004.0,0.0,8.33,1155.09,12.06,1861.0,2060.3,1278.36,1674.39,2103.07,2222.49,500.23,665.0,2076.42,1663.09,784.81,867.6,2239.04,1712.23
6005.0,0.0,8.33,1155.7,9.29,1841.57,2033.85,1289.55,1681.5,2099.97,2213.25,511.19,674.82,2056.75,1640.99,807.2,873.18,2228.08,1707.76
6006.0,0.0,8.33,1145.38,8.31,1849.79,2038.8,1273.39,1684.61,2086.16,2222.97,507.05,666.67,2043.99,1659.77,803.4,862.8,2231.49,1701.52
6007.0,0.0,8.33,1159.55,10.75,1832.91,2025.13,1295.57,1676.61,2094.25,2215.93,510.29,670.37,2056.28,1665.97,794.86,842.48,2224.68,1720.49
6008.0,0.0,8.33,1172.53,11.9,1835.64,2024.66,1287.69,1676.61,2096.63,2210.83,501.13,673.34,2053.68,1653.36,792.77,862.8,2241.48,1705.76
6009.0,0.0,8.33,1154.48,12.87,1839.52,2029.37,1297.03,1676.17,2094.73,2211.8,507.77,657.79,2050.6,1662.21,797.7,849.37,2215.2,1709.99
6010.0,0.0,8.33,1154.48,10.59,1830.86,2019.25,1287.06,1671.51,2094.01,2219.57,516.59,664.26,2048.0,1660.21,800.55,851.1,2217.63,1697.29
6011.0,0.0,8.33,1152.66,6.68,1832.22,2016.9,1289.97,1686.16,2088.06,2229.06,503.28,665.37,2049.89,1645.85,794.48,864.72,2231.0,1696.4
6012.0,0.0,8.33,1154.48,14.18,1836.33,2018.31,1290.8,1674.84,2088.3,2220.06,494.85,659.82,2058.17,1657.56,785.19,847.84,2236.36,1716.25
6013.0,0.0,8.33,1165.22,14.34,1821.3,2033.37,1284.37,1672.84,2097.11,2240.99,502.56,647.81,2053.2,1661.76,801.5,851.29,2240.02,1720.05
6014.0,0.0,8.33,1145.38,7.82,1844.31,2031.25,1284.37,1675.95,2116.43,2242.46,491.44,657.23,2064.56,1656.67,804.16,860.88,2239.29,1721.39
6015.0,0.0,8.33,1148.01,30.2,1854.6,2037.85,1291.0,1686.16,2132.46,2258.82,494.31,657.42,2078.32,1668.63,791.63,865.3,2276.21,1751.2
6016.0,0.0,8.33,1149.22,6.03,1864.44,2052.49,1303.05,1681.72,2147.57,2299.32,500.41,657.23,2083.55,1693.06,812.33,861.26,2296.61,1764.03
6017.0,0.0,8.33,1153.06,12.87,1869.25,2057.93,1317.63,1700.18,2179.36,2335.12,506.69,657.05,2083.31,1701.3,806.06,866.45,2320.28,1804.26
6018.0,0.0,8.33,1149.42,13.53,1890.85,2075.47,1325.35,1717.36,2218.6,2372.13,497.9,669.82,2107.84,1718.48,800.74,871.07,2374.37,1809.03
6019.0,0.0,8.33,1154.28,7.98,1923.38,2106.88,1339.35,1720.49,2290.46,2430.45,493.77,658.52,2135.58,1732.13,806.63,879.34,2418.39,1853.68
6020.0,0.0,8.33,1152.66,9.29,1944.01,2135.58,1351.08,1730.79,2344.79,2480.96,497.54,662.04,2156.47,1760.88,812.52,870.87,2459.19,1904.9
6021.0,0.0,8.33,1142.14,10.92,1978.94,2163.21,1356.54,1748.06,2414.13,2580.63,489.3,657.79,2174.53,1803.58,829.87,880.88,2523.95,1963.78
6022.0,0.0,8.33,1144.77,10.1,2010.56,2205.98,1402.69,1779.82,2468.8,2643.02,503.1,661.3,2199.19,1832.68,840.57,884.16,2569.56,2019.48
6023.0,0.0,8.33,1142.95,15.49,2076.18,2245.63,1391.91,1780.95,2549.79,2774.45,500.95,652.43,2256.13,1878.2,827.19,890.91,2664.65,2067.88
6024.0,0.0,8.33,1172.13,27.26,2096.87,2288.74,1411.59,1792.48,2625.09,2828.33,508.49,648.55,2273.76,1924.31,846.31,900.77,2713.92,2127.19
6025.0,0.0,8.33,1140.32,7.0,2155.99,2344.04,1427.72,1808.35,2724.45,2930.65,491.8,648.92,2349.0,1966.34,828.53,890.72,2829.13,2200.89
6026.0,0.0,8.33,1158.33,2.28,2195.07,2409.86,1465.25,1831.54,2817.09,3024.4,500.95,666.3,2393.84,1998.13,851.86,928.11,2891.85,2254.18
6027.0,0.0,8.33,1156.51,23.0,2266.66,2454.9,1467.18,1845.68,2916.25,3125.4,499.15,666.11,2435.48,2034.32,862.42,934.33,2980.65,2308.68
6028.0,0.0,8.33,1151.65,7.0,2320.77,2521.65,1480.89,1852.08,3021.91,3247.66,495.03,634.91,2509.42,2108.79,867.6,928.11,3058.45,2404.35
6029.0,0.0,8.33,1154.28,6.84,2388.35,2581.66,1505.19,1874.99,3121.2,3347.53,492.52,639.33,2556.97,2162.0,872.8,937.83,3152.94,2461.21
6030.0,0.0,8.33,1181.28,11.57,2442.28,2647.44,1530.67,1887.39,3214.61,3460.7,504.36,649.47,2610.32,2228.33,885.32,934.33,3220.58,2556.97
6031.0,0.0,8.33,1155.9,5.86,2512.47,2719.18,1544.97,1907.67,3320.9,3561.72,496.46,654.64,2674.31,2259.31,875.49,960.86,3338.54,2607.99
6032.0,0.0,8.33,1158.94,16.96,2583.72,2764.63,1560.39,1924.77,3427.75,3660.01,490.73,654.46,2760.39,2326.95,874.53,969.27,3447.73,2668.82
6033.0,0.0,8.33,1164.82,15.98,2643.28,2844.42,1590.05,1954.47,3511.31,3748.35,487.51,664.82,2793.34,2367.15,889.18,962.42,3515.77,2755.62
6034.0,0.0,8.33,1163.8,10.43,2727.88,2912.45,1592.89,1971.71,3631.83,3863.75,489.3,655.38,2883.74,2430.2,873.37,972.02,3599.84,2806.67
6035.0,0.0,8.33,1169.49,14.18,2804.53,3024.4,1615.68,1954.24,3717.04,3964.27,509.75,651.87,2944.55,2486.79,893.62,972.8,3681.3,2889.42
6036.0,0.0,8.33,1169.69,10.92,2860.28,3067.61,1620.74,1981.98,3794.34,4028.68,499.51,668.15,2990.8,2537.24,887.25,982.21,3752.66,2926.03
6037.0,0.0,8.33,1171.92,8.31,2926.3,3149.28,1640.55,1979.64,3878.79,4138.44,508.67,648.36,3044.86,2600.49,900.77,977.7,3835.34,2993.55
6038.0,0.0,8.33,1179.85,13.85,2991.35,3232.54,1667.52,2005.39,3990.03,4225.52,493.24,662.78,3129.61,2675.62,906.38,987.32,3912.1,3065.39
6039.0,0.0,8.33,1186.57,3.42,3065.39,3316.86,1674.39,2012.67,4062.39,4306.34,504.18,654.83,3197.86,2709.45,918.98,979.47,3976.98,3113.91
6040.0,0.0,8.33,1186.57,3.74,3112.51,3374.84,1663.76,2013.84,4130.96,4372.94,522.17,650.95,3256.52,2758.53,910.83,998.73,4064.32,3168.72
6041.0,0.0,8.33,1182.91,7.98,3209.21,3438.61,1705.76,2020.43,4218.93,4469.75,515.15,670.0,3337.39,2784.82,914.52,1000.5,4135.84,3241.38
6042.0,0.0,8.33,1186.16,11.9,3266.54,3510.72,1728.32,2048.48,4321.34,4537.19,504.9,664.26,3389.41,2849.79,924.61,996.96,4181.52,3288.63
6043.0,0.0,8.33,1193.09,1.79,3324.66,3570.7,1744.69,2037.85,4373.27,4604.93,501.67,664.63,3471.62,2894.29,921.31,1020.43,4270.12,3337.1
6044.0,0.0,8.33,1202.89,12.06,3377.75,3639.39,1727.21,2070.49,4445.25,4666.98,504.72,665.37,3520.83,2969.41,947.58,1000.7,4329.03,3390.29
6045.0,0.0,8.33,1207.38,17.12,3422.47,3715.2,1726.53,2063.38,4521.39,4751.15,499.69,665.37,3580.0,2985.31,930.44,1013.52,4397.19,3443.32
6046.0,0.0,8.33,1193.09,11.57,3519.64,3751.43,1742.89,2086.4,4592.78,4795.19,508.49,673.71,3662.14,3025.5,917.43,1014.5,4455.11,3482.26
6047.0,0.0,8.33,1205.75,23.17,3539.9,3815.43,1757.95,2090.68,4640.07,4868.23,520.55,669.07,3692.59,3075.4,937.25,1019.84,4504.25,3525.59
6048.0,0.0,8.33,1208.2,15.65,3607.67,3870.01,1775.08,2113.33,4696.81,4904.3,507.05,668.52,3744.04,3107.76,949.92,1023.79,4543.73,3566.21
6049.0,0.0,8.33,1203.3,25.95,3674.91,3939.88,1776.66,2107.6,4768.17,4992.68,497.18,665.93,3824.76,3148.71,931.41,1039.84,4626.83,3620.95
6050.0,0.0,8.33,1212.91,12.87,3727.46,3987.16,1790.9,2111.65,4831.98,5052.92,500.41,669.07,3886.63,3175.78,930.05,1031.91,4666.63,3648.48
6051.0,0.0,8.33,1210.86,4.72,3781.66,4070.77,1789.09,2121.21,4871.83,5104.36,503.82,671.11,3921.87,3216.88,935.89,1046.58,4727.1,3668.82
6052.0,0.0,8.33,1221.92,7.66,3816.06,4099.18,1816.52,2156.23,4910.09,5160.64,509.57,674.45,3941.14,3262.53,959.1,1035.08,4753.27,3733.91
6053.0,0.0,8.33,1241.22,5.05,3857.5,4157.01,1825.16,2128.87,4971.49,5218.47,517.85,669.45,3983.34,3313.97,961.64,1035.08,4787.0,3770.54
6054.0,0.0,8.33,1223.35,6.35,3918.09,4205.78,1826.98,2142.05,5030.82,5269.53,508.85,666.85,4048.89,3316.57,956.36,1047.98,4840.94,3773.93
6055.0,0.0,8.33,1220.28,7.66,3985.89,4233.75,1834.5,2146.85,5063.62,5303.0,514.43,673.52,4081.09,3358.84,959.1,1049.76,4896.35,3827.56
6056.0,0.0,8.33,1228.28,13.53,3997.68,4292.03,1838.83,2158.15,5108.07,5350.41,504.54,691.73,4137.79,3384.16,960.66,1058.51,4945.27,3834.41
6057.0,0.0,8.33,1233.41,7.66,4047.28,4339.39,1849.11,2159.84,5161.01,5390.4,502.2,688.19,4191.34,3397.59,932.0,1066.48,4990.85,3878.47
6058.0,0.0,8.33,1249.66,8.96,4085.61,4385.73,1858.49,2162.0,5191.75,5441.07,513.53,673.71,4211.37,3447.14,952.26,1054.93,5042.23,3884.75
6059.0,0.0,8.33,1247.8,13.36,4107.92,4442.88,1864.9,2166.82,5232.05,5501.84,502.92,663.33,4260.51,3489.66,961.64,1054.93,5065.47,3941.46
6060.0,0.0,8.33,1241.01,5.37,4157.33,4447.97,1857.57,2179.12,5268.77,5513.58,519.65,677.42,4290.7,3517.56,962.81,1054.93,5095.82,3972.21
6061.0,0.0,8.33,1270.91,4.07,4189.7,4510.76,1882.57,2180.33,5297.28,5544.99,523.79,679.09,4321.34,3524.7,974.17,1066.88,5131.89,3999.27
6062.0,0.0,8.33,1250.89,14.83,4225.19,4552.0,1870.63,2182.98,5338.53,5584.81,512.09,697.68,4385.73,3535.72,967.71,1074.06,5166.63,4005.01
6063.0,0.0,8.33,1265.13,23.98,4256.21,4570.64,1883.72,2182.26,5403.52,5630.41,509.93,682.24,4412.05,3575.5,957.34,1078.45,5209.43,4022.91
6064.0,0.0,8.33,1249.24,14.51,4285.05,4605.27,1901.44,2191.2,5404.29,5653.9,520.01,680.95,4431.34,3613.4,976.72,1060.31,5241.5,4054.35
6065.0,0.0,8.33,1263.27,8.96,4324.68,4640.07,1899.6,2206.7,5431.37,5664.68,524.87,690.98,4457.15,3611.29,976.52,1084.45,5267.63,4073.67
6066.0,0.0,8.33,1262.24,8.8,4358.83,4672.59,1897.29,2206.7,5478.8,5691.88,513.53,685.22,4504.25,3632.43,974.17,1061.1,5280.54,4123.16
6067.0,0.0,8.33,1267.61,6.51,4383.71,4713.7,1910.9,2198.22,5513.19,5716.37,520.55,686.15,4517.27,3663.66,991.45,1089.25,5297.66,4095.95
6068.0,0.0,8.33,1268.23,5.37,4395.84,4731.34,1907.44,2201.86,5525.74,5752.23,520.01,686.15,4550.28,3684.66,980.84,1079.45,5336.61,4143.32
6069.0,0.0,8.33,1273.6,9.12,4427.62,4774.2,1920.14,2204.28,5560.73,5792.72,526.68,672.6,4556.83,3706.94,976.33,1079.05,5355.01,4155.05
6070.0,0.0,8.33,1278.15,15.0,4452.73,4753.98,1916.68,2205.98,5553.25,5821.19,514.25,674.82,4587.93,3718.27,974.37,1085.05,5380.38,4162.88
6071.0,0.0,8.33,1281.67,6.68,4462.6,4808.39,1923.15,2207.67,5585.6,5821.19,528.48,670.56,4608.75,3738.82,971.43,1068.08,5394.64,4186.43
6072.0,0.0,8.33,1293.49,20.88,4474.18,4825.54,1925.93,2221.51,5610.95,5814.26,521.45,701.04,4642.52,3745.27,970.25,1080.25,5424.4,4195.61
6073.0,0.0,8.33,1288.51,7.66,4515.9,4855.65,1930.56,2215.93,5626.83,5881.3,514.43,678.72,4646.36,3770.84,982.41,1067.88,5430.6,4200.53
6074.0,0.0,8.33,1295.36,11.73,4535.48,4845.24,1934.04,2242.21,5644.73,5873.51,523.79,690.42,4669.44,3786.6,973.19,1079.25,5470.23,4222.55
6075.0,0.0,8.33,1289.76,12.06,4547.18,4893.1,1939.14,2248.32,5655.9,5878.84,531.01,698.06,4682.06,3780.73,979.86,1099.27,5471.78,4206.77
6076.0,0.0,8.33,1302.64,10.26,4566.84,4903.58,1932.18,2223.22,5670.67,5898.98,521.99,689.87,4707.01,3814.81,988.5,1069.27,5478.02,4247.62
6077.0,0.0,8.33,1308.04,9.61,4564.76,4924.94,1944.71,2227.6,5659.89,5922.46,540.22,686.33,4713.0,3832.54,994.4,1076.66,5490.51,4241.01
6078.0,0.0,8.33,1303.47,4.72,4597.99,4931.47,1938.91,2230.76,5722.8,5960.93,521.63,694.89,4741.94,3830.36,975.15,1085.65,5534.37,4249.27
6079.0,0.0,8.33,1316.17,18.26,4610.13,4948.18,1938.67,2239.78,5716.37,5911.74,532.63,695.45,4752.21,3840.96,972.6,1082.45,5550.1,4255.88
6080.0,0.0,8.33,1309.09,7.49,4622.65,4972.58,1951.68,2219.33,5718.38,5928.24,526.5,699.73,4768.88,3834.41,978.49,1088.25,5548.13,4273.1
6081.0,0.0,8.33,1307.0,8.47,4649.85,4977.69,1937.75,2248.56,5719.59,5967.15,529.56,696.57,4772.07,3856.88,992.83,1090.45,5543.81,4271.45
6082.0,0.0,0.0,1309.71,8.63,4655.09,4995.24,1949.82,2223.95,5744.96,5965.91,524.33,698.61,4807.32,3854.69,965.55,1090.05,5571.38,4287.38
6083.0,0.0,0.0,1319.92,15.81,4656.84,4996.34,1956.1,2254.91,5740.93,5976.29,534.98,709.8,4793.41,3855.63,981.43,1087.65,5579.28,4297.02
6084.0,0.0,0.0,1322.01,14.83,4675.04,5026.41,1960.52,2236.12,5739.32,5980.86,550.72,697.68,4819.46,3890.08,980.06,1089.45,5595.1,4298.68
6085.0,0.0,0.0,1323.47,9.12,4688.37,5024.58,1958.89,2234.66,5760.31,6010.01,545.29,701.22,4826.61,3898.57,992.24,1090.85,5585.21,4307.67
6086.0,0.0,0.0,1316.79,10.1,4705.25,5034.14,1950.75,2240.51,5774.47,6000.0,526.86,704.58,4850.98,3908.95,963.99,1089.65,5610.15,4303.67
6087.0,0.0,0.0,1324.09,26.11,4709.83,5047.39,1950.28,2239.78,5772.45,6014.18,531.37,694.7,4858.88,3909.89,982.21,1088.45,5630.41,4326.35
6088.0,0.0,0.0,1321.59,28.73,4717.93,5058.09,1949.12,2238.31,5789.07,6014.6,526.14,706.63,4881.2,3910.21,969.27,1097.06,5632.79,4319.68
